# Created at 2022-04-21 11:22:19 in PDT somewhere in time. 
1650558139374896896,0.000909,-0.000239,0.001993 
1650558139384551936,-0.000441,-0.000280,-0.002404 
1650558139394726912,-0.001236,0.000676,0.000218 
1650558139404573952,-0.000939,-0.000121,0.000727 
1650558139414681856,0.001072,-0.000647,-0.000389 
1650558139424724992,0.000618,0.000147,-0.000326 
1650558139436305920,0.002138,-0.001075,-0.000271 
1650558139444858112,-0.001244,0.000539,0.000291 
1650558139454920960,0.000296,0.000840,0.001347 
1650558139464929024,-0.002381,0.001738,-0.001447 
1650558139475098112,-0.001061,-0.001657,0.000051 
1650558139485199872,0.001546,0.000954,-0.000713 
1650558139495315200,-0.001087,-0.001452,0.001432 
1650558139505472000,0.001333,-0.001770,0.002657 
1650558139515134976,-0.000875,0.001063,-0.000688 
1650558139525216000,-0.001583,0.003078,-0.000181 
1650558139536779008,-0.000340,0.000097,0.000966 
1650558139545219840,0.000134,-0.002064,0.001583 
1650558139555546112,0.000541,-0.001663,0.000337 
1650558139565624832,-0.004008,-0.011166,0.029066 
1650558139575639040,0.002783,0.000092,0.000068 
1650558139585485824,-0.002238,-0.006552,-0.014659 
1650558139595576064,0.003520,0.021289,0.009143 
1650558139607164928,-0.003215,-0.004524,-0.002956 
1650558139615670016,0.005635,0.018430,0.004228 
1650558139625793024,0.000758,0.000185,0.002463 
1650558139638496000,0.001643,0.007456,0.002785 
1650558139645863168,0.000400,0.003524,0.001717 
1650558139656146176,0.000783,-0.011605,0.006984 
1650558139666305024,0.002965,0.007857,0.001810 
1650558139676259072,-0.002667,-0.012385,-0.005451 
1650558139689026816,0.002550,0.007087,-0.000355 
1650558139696082176,-0.009013,-0.010824,0.011372 
1650558139706519040,0.004499,0.005618,-0.000705 
1650558139716079104,-0.007786,-0.008113,0.070932 
1650558139726174720,0.006986,0.002585,-0.004615 
1650558139739734272,-0.003997,-0.016898,0.015973 
1650558139746121984,0.006751,0.007034,0.001588 
1650558139756342016,-0.002881,-0.008763,-0.016170 
1650558139766419968,0.004286,0.018040,0.007657 
1650558139776268032,-0.001953,-0.005405,-0.001563 
1650558139790053888,0.001644,0.018686,0.002047 
1650558139796573184,0.000448,-0.002379,0.001363 
1650558139806294016,0.005054,0.004637,0.003129 
1650558139816664064,0.001565,0.001379,0.001417 
1650558139826972928,-0.001144,-0.011788,0.006597 
1650558139837593088,-0.000284,0.007210,0.000979 
1650558139846416896,-0.002550,-0.015119,-0.004501 
1650558139856865792,0.002714,0.008744,-0.001122 
1650558139866981888,-0.006933,-0.009313,0.015471 
1650558139876962048,0.001059,0.005954,-0.001171 
1650558139891601920,-0.006262,-0.011027,0.071614 
1650558139896540160,0.004222,0.002852,-0.005546 
1650558139906630144,-0.005924,-0.016235,0.019682 
1650558139916750080,0.007897,0.008327,-0.000688 
1650558139927150080,-0.000888,-0.009165,-0.017216 
1650558139940765952,0.003464,0.015271,0.006338 
1650558139947174144,-0.002801,-0.005353,-0.001579 
1650558139957408000,0.001029,0.016147,-0.000298 
1650558139967352832,0.001361,-0.000624,-0.000107 
1650558139977458944,0.004313,0.005671,0.002012 
1650558139990244864,0.001855,0.002579,0.001312 
1650558139997499904,0.000177,-0.005887,0.008967 
1650558140007608064,0.001136,0.007044,0.000197 
1650558140017498112,-0.001803,-0.010966,0.001550 
1650558140027624960,0.003737,0.009187,-0.001334 
1650558140039749120,-0.008623,-0.009713,0.012920 
1650558140047298048,0.002302,0.007704,-0.002304 
1650558140057742080,-0.008879,-0.007960,0.067231 
1650558140067685120,0.004645,0.002468,-0.006866 
1650558140077926144,-0.006924,-0.016009,0.019096 
1650558140091070208,0.006608,0.006470,-0.000396 
1650558140097867008,-0.001905,-0.008379,-0.015618 
1650558140107953920,0.002839,0.010890,0.007523 
1650558140117835008,-0.003596,-0.006251,-0.002833 
1650558140128061952,0.000603,0.017388,0.002433 
1650558140141367040,-0.000906,-0.004098,-0.001460 
1650558140148091904,0.000160,0.008807,0.002537 
1650558140157966080,0.002702,0.002916,0.000020 
1650558140168131840,0.000378,-0.006720,0.008631 
1650558140178234112,0.001923,0.003654,-0.000379 
1650558140191049216,-0.005637,-0.011602,0.001589 
1650558140198245888,0.000986,0.006399,-0.000655 
1650558140208377856,-0.006504,-0.008462,0.015374 
1650558140218307072,0.004552,0.007066,-0.001671 
1650558140228472832,-0.006088,-0.009230,0.070640 
1650558140241447936,0.004010,0.005654,-0.003955 
1650558140248413952,-0.006261,-0.016102,0.018643 
1650558140258353920,0.004185,0.005707,0.000953 
1650558140268536064,-0.004054,-0.008267,-0.017792 
1650558140278523904,0.005615,0.015732,0.005830 
1650558140291153920,-0.003216,-0.009495,-0.005618 
1650558140298619904,0.004418,0.018771,0.000467 
1650558140308775936,0.001192,-0.004365,0.001031 
1650558140318935040,0.000960,0.006860,0.003489 
1650558140328856064,0.001211,0.000501,0.001271 
1650558140341722112,0.000567,-0.006470,0.010979 
1650558140348794880,0.000880,0.005941,-0.000211 
1650558140359115008,-0.003579,-0.010849,-0.000011 
1650558140368819968,0.000009,0.007097,0.001757 
1650558140378962944,-0.007422,-0.008633,0.014505 
1650558140391684096,0.003566,0.003936,0.001142 
1650558140399196160,-0.005673,-0.005433,0.068165 
1650558140409078016,0.005268,0.005290,-0.004570 
1650558140419352064,-0.008311,-0.015865,0.020672 
1650558140429164800,0.004822,0.007084,-0.000271 
