# Created at 2022-04-21 11:01:07 in PDT somewhere in time. 
1650556867697096704,0.000432,-0.000784,0.000334 
1650556867705289728,-0.000791,-0.002238,-0.001223 
1650556867715211776,0.000829,-0.000297,0.000368 
1650556867725233152,-0.002456,-0.001765,0.000880 
1650556867735269120,0.001278,-0.001022,0.001065 
1650556867746195968,0.001550,0.000663,-0.000062 
1650556867755354880,0.001844,-0.000502,0.004036 
1650556867765432832,-0.001567,-0.001277,0.002424 
1650556867776475904,-0.000400,0.001906,0.000901 
1650556867785489920,-0.000026,0.001020,-0.000137 
1650556867795700992,0.001174,0.002819,-0.000203 
1650556867805617920,0.000853,-0.000028,-0.001445 
1650556867815834880,-0.000335,-0.002016,0.000318 
1650556867825864960,0.001386,0.000554,-0.000773 
1650556867835790080,0.001065,-0.002259,-0.000913 
1650556867845991168,0.000841,-0.001263,-0.000167 
1650556867855931136,0.002681,0.001797,0.001900 
1650556867866000128,0.000613,0.000624,0.001668 
1650556867876090880,0.000044,-0.000407,0.001616 
1650556867886260992,-0.001627,0.002044,0.001601 
1650556867896114944,0.000730,0.005790,-0.008542 
1650556867906348032,-0.001680,-0.005455,-0.001578 
1650556867916409088,-0.003224,-0.001633,0.072076 
1650556867927772160,-0.000066,-0.013040,-0.005116 
1650556867936510208,-0.004337,-0.012884,0.006078 
1650556867946483968,-0.001029,0.001135,0.003816 
1650556867956379904,0.001016,-0.005784,-0.014191 
1650556867966323968,0.004386,0.018075,0.007676 
1650556867977363200,-0.001699,-0.008066,-0.000297 
1650556867986552832,0.008389,0.026647,0.002440 
1650556867996481792,0.001242,-0.006514,0.001164 
1650556868006662912,0.009147,0.015472,0.004003 
1650556868016783872,-0.002405,-0.000405,0.002556 
1650556868028013056,0.002871,0.004775,0.005435 
1650556868036861952,-0.002542,-0.001562,0.000343 
1650556868046753024,0.000606,0.002857,-0.011022 
1650556868057084928,-0.003531,-0.007332,-0.002695 
1650556868066780160,-0.003072,-0.000215,0.019000 
1650556868077485056,-0.001581,-0.010493,-0.002864 
1650556868087200256,-0.001562,-0.004914,0.068875 
1650556868096925952,0.001022,-0.013487,-0.005806 
1650556868107019008,-0.006637,-0.011342,0.008253 
1650556868117000192,-0.000184,0.000457,0.003871 
1650556868128172800,-0.000924,-0.005837,-0.016000 
1650556868137096960,0.000265,0.011338,0.009721 
1650556868147352064,-0.002364,-0.007187,-0.001621 
1650556868157549824,0.004736,0.019842,0.002881 
1650556868167520000,-0.001200,-0.002841,0.001886 
1650556868177948928,0.007920,0.016988,0.001848 
1650556868187427072,0.000546,-0.002274,0.003981 
1650556868197273856,0.006003,0.004222,0.004356 
1650556868207275008,-0.002205,0.002016,0.001134 
1650556868217433088,-0.000263,0.001635,-0.010379 
1650556868228187136,-0.002689,-0.003825,0.000968 
1650556868237803008,-0.002149,0.002463,0.015182 
1650556868247707904,-0.002705,-0.009689,-0.002846 
1650556868261859840,-0.004131,-0.000463,0.069751 
1650556868267806976,-0.001599,-0.008711,-0.004404 
1650556868278630144,-0.003633,-0.010732,0.012118 
1650556868287897088,-0.000519,-0.001491,0.002494 
1650556868297933056,-0.001128,-0.007454,-0.016247 
1650556868311053056,0.001808,0.012883,0.008307 
1650556868317873920,-0.002823,-0.006401,-0.002081 
1650556868328858880,0.006149,0.022643,0.003098 
1650556868338292992,-0.000591,-0.005448,0.002868 
1650556868351752960,0.006378,0.015556,0.002590 
1650556868359980032,-0.001620,-0.003023,0.001369 
1650556868368009216,0.006583,0.005311,0.003726 
1650556868378073088,-0.002812,0.001319,-0.001362 
1650556868388235008,0.002842,0.003144,-0.008973 
1650556868398087936,-0.002718,-0.002560,-0.002271 
1650556868409896960,-0.000836,0.001568,0.013661 
1650556868418188032,0.000586,-0.011269,-0.003431 
1650556868428349952,-0.001660,0.002647,0.067925 
1650556868438492928,0.000398,-0.009869,-0.004855 
1650556868448697088,-0.003286,-0.010608,0.013030 
1650556868460513024,0.001574,-0.001487,0.003501 
1650556868468320000,0.000421,-0.006096,-0.019013 
1650556868479089920,0.000329,0.009441,0.005737 
1650556868488737024,-0.002183,-0.006568,-0.002545 
1650556868498960896,0.004144,0.020067,0.004846 
1650556868512238080,-0.001063,-0.003871,0.002789 
1650556868519000064,0.007408,0.012981,0.004645 
1650556868528751872,-0.000599,0.000849,0.001669 
1650556868539566080,0.007144,0.005771,0.006195 
